GeNeG_resource,GeNeG_resource_alias,Wikidata_resource,Wikidata_alias,Wikidata_label
http://geneg.net/resource/Bka,@bka,https://www.wikidata.org/wiki/Q56030,"('BKA', 100)",Bundeskriminalamt
http://geneg.net/resource/Eu-Gipfeln,EU-Gipfeln,https://www.wikidata.org/wiki/Q8886,"('EU-Gipfel', 95)",Europäischer_Rat
http://geneg.net/resource/Universidad_Autónoma_Madrid,Universidad Autónoma Madrid,https://www.wikidata.org/wiki/Q788091,"('Universidad Autónoma de Madrid', 95)",Autonome_Universität_Madrid
http://geneg.net/resource/J_Fischers,J. Fischers,https://www.wikidata.org/wiki/Q1692523,"('J. Fischer', 95)",Johann_Baptist_Fischer
http://geneg.net/resource/Sudentenlandes,Sudentenlandes,https://www.wikidata.org/wiki/Q8351649,"('Sudetenlandes', 96)",Sudetenkrise
http://geneg.net/resource/Boycott,Boycott,https://www.wikidata.org/wiki/Q179366,"('boycott', 100)",Boykott
http://geneg.net/resource/Kemmerichs,Kemmerichs,https://www.wikidata.org/wiki/Q84840059,"('Kemmerich', 95)",Regierungskrise_in_Thüringen_2020
http://geneg.net/resource/Afrikanisch,Afrikanisch,https://www.wikidata.org/wiki/Q203548,"('Afrikanische', 96)",Afrikanische_Platte
http://geneg.net/resource/Guardiolas,Guardiolas,https://www.wikidata.org/wiki/Q3360159,"('Guardiola', 95)",Gedeón_Guardiola
http://geneg.net/resource/Baby_Sommer,Baby“ Sommer,https://www.wikidata.org/wiki/Q317224,"('Baby Sommer', 100)",Günter_Sommer
http://geneg.net/resource/Hartziv-Gesetze,HartzIV“-Gesetze,https://www.wikidata.org/wiki/Q566910,"('Hartz-IV-Gesetze', 97)",Hartz-Konzept
http://geneg.net/resource/Europarlamentarier,Europarlamentarier,https://www.wikidata.org/wiki/Q27169,"('Europaparlamentarier', 95)",Mitglied_Des_Europäischen_Parlaments
http://geneg.net/resource/Bundestags-Debatte,Bundestags-Debatte,https://www.wikidata.org/wiki/Q154797,"('Bundestagsdebatte', 97)",Deutscher_Bundestag
http://geneg.net/resource/Afd,AfD.,https://www.wikidata.org/wiki/Q6721203,"('AfD', 100)",Alternative_Für_Deutschland
http://geneg.net/resource/Sebastiankurz,@sebastiankurz,https://www.wikidata.org/wiki/Q2262885,"('Sebastian\xa0Kurz', 100)",Sebastian_Kurz
http://geneg.net/resource/Allensbach-Instituts,Allensbach-Instituts,https://www.wikidata.org/wiki/Q876680,"('Allensbach-Institut', 97)",Institut_Für_Demoskopie_Allensbach
http://geneg.net/resource/Pants,Pants,https://www.wikidata.org/wiki/Q39908,"('pants', 100)",Hose
http://geneg.net/resource/Cristina_Kirchners,Cristina Kirchners,https://www.wikidata.org/wiki/Q40649,"('Cristina Kirchner', 97)",Cristina_Fernández_De_Kirchner
http://geneg.net/resource/Tonight,tonight,https://www.wikidata.org/wiki/Q1338655,"('Tonight!', 100)",The_Tonight_Show
http://geneg.net/resource/Deutsche_Fußball-Liga,Deutsche Fußball-Liga,https://www.wikidata.org/wiki/Q28062486,"('Deutsche Fußball Liga', 100)",DFL_Deutsche_Fußball_Liga
http://geneg.net/resource/Un-Klimagipfels,UN-Klimagipfels,https://www.wikidata.org/wiki/Q64908094,"('UN-Klimagipfel', 97)",UN-Klimagipfel_2019
http://geneg.net/resource/Ibd,IBD,https://www.wikidata.org/wiki/Q951150,"('ibd.', 100)",Ebenda
http://geneg.net/resource/Hamburg_St._Georg,Hamburg St. Georg,https://www.wikidata.org/wiki/Q1560,"('Hamburg-St. Georg', 100)",St._Georg
http://geneg.net/resource/Ostberlins,Ostberlins,https://www.wikidata.org/wiki/Q56037,"('Ostberlin', 95)",Ost-Berlin
http://geneg.net/resource/Mont_Pèlerin_Gesellschaft,Mont Pèlerin Gesellschaft,https://www.wikidata.org/wiki/Q688638,"('Mont-Pèlerin-Gesellschaft', 100)",Mont_Pèlerin_Society
http://geneg.net/resource/Mao_Tse_Tung,Mao Tse Tung,https://www.wikidata.org/wiki/Q5816,"('Mao Tse-tung', 100)",Mao_Zedong
http://geneg.net/resource/Jouwatch,Jouwatch,https://www.wikidata.org/wiki/Q48756561,"('JouWatch', 100)",Journalistenwatch
http://geneg.net/resource/Bad_Frankenhausens,Bad Frankenhausens,https://www.wikidata.org/wiki/Q151876,"('Bad Frankenhausen', 97)",Bad_Frankenhausen/Kyffhäuser
http://geneg.net/resource/Offene_Grenzen,offene Grenzen,https://www.wikidata.org/wiki/Q1196789,"('Offene Grenzen', 100)",Open_Doors
http://geneg.net/resource/Twitter-Accounts,Twitter-Accounts,https://www.wikidata.org/wiki/Q918,"('Twitter-Account', 97)",Twitter
http://geneg.net/resource/Bloomberg_&_Co,Bloomberg & Co,https://www.wikidata.org/wiki/Q13977,"('Bloomberg.com', 96)",Bloomberg_L.P.
http://geneg.net/resource/Volkswagen-Werk,Volkswagen-Werk,https://www.wikidata.org/wiki/Q156578,"('Volkswagenwerk', 97)",Volkswagen_AG
http://geneg.net/resource/Alexej_Nawalnys,Alexej Nawalnys,https://www.wikidata.org/wiki/Q155979,"('Alexej Nawalny', 97)",Alexei_Anatoljewitsch_Nawalny
http://geneg.net/resource/Minsker_Abkommens,Minsker Abkommens,https://www.wikidata.org/wiki/Q19249259,"('Minsker Abkommen', 97)",Zweite_Minsk_Vereinbarung
http://geneg.net/resource/A400m,A400M.,https://www.wikidata.org/wiki/Q6496,"('A400M', 100)",Airbus_A400M
http://geneg.net/resource/Alt-Right-Bewegung,Alt-Right“-Bewegung,https://www.wikidata.org/wiki/Q23018230,"('Alt-Right-Bewegung', 100)",Alt-Right
http://geneg.net/resource/Nato-Nachrüstung,Nato-Nachrüstung,https://www.wikidata.org/wiki/Q1638236,"('NATO-Nachrüstung', 100)",NATO-Doppelbeschluss
http://geneg.net/resource/Al-Nusra,Al-Nusra-,https://www.wikidata.org/wiki/Q32748,"('al-Nusra', 100)",Al-Nusra-Front
http://geneg.net/resource/GBS,gbs,https://www.wikidata.org/wiki/Q1007,"('GBS', 100)",Guinea-Bissau
http://geneg.net/resource/Internationalen_Linken_Opposition,Internationalen Linken Opposition,https://www.wikidata.org/wiki/Q1569985,"('Internationale Linke Opposition', 97)",Linke_Opposition_in_Der_Sowjetunion
http://geneg.net/resource/Biw,BiW,https://www.wikidata.org/wiki/Q1021023,"('BIW', 100)",Bürger_in_Wut
http://geneg.net/resource/Hausmanns,Hausmanns,https://www.wikidata.org/wiki/Q191798,"('Haussmanns', 95)",Georges-Eugène_Haussmann
http://geneg.net/resource/Mod,MoD,https://www.wikidata.org/wiki/Q1799665,"('mod', 100)",Modulo
http://geneg.net/resource/Freien_Wählergruppe,Freien Wählergruppe,https://www.wikidata.org/wiki/Q57338471,"('freie Wählergruppe', 97)",Wählergruppe
http://geneg.net/resource/Vereinten_Nationen_Für_Menschenrechte,Vereinten Nationen für Menschenrechte,https://www.wikidata.org/wiki/Q7813,"('Menschenrechte der Vereinten Nationen', 96)",Allgemeine_Erklärung_Der_Menschenrechte
http://geneg.net/resource/Recep_tayyip_erdo_an,Recep_Tayyip_Erdo_an,https://www.wikidata.org/wiki/Q39259,"('Recep_Tayyip_Erdogan', 95)",Recep_Tayyip_Erdoğan
http://geneg.net/resource/Al-Gaddafi,al-Gaddafi,https://www.wikidata.org/wiki/Q19878,"('Al-Gaddafi', 100)",Muammar_Al-Gaddafi
http://geneg.net/resource/Robert_Mueller_Iii,Robert Mueller III,https://www.wikidata.org/wiki/Q715156,"('Robert S. Mueller III', 95)",Robert_Mueller
http://geneg.net/resource/SPD-Politikers,SPD-Politikers,https://www.wikidata.org/wiki/Q49768,"('SPD-Politiker', 96)",Sozialdemokratische_Partei_Deutschlands
http://geneg.net/resource/Deutschland-Frage,Deutschland-Frage,https://www.wikidata.org/wiki/Q13522713,"('Deutschlandfrage', 97)",Deutsche_Frage
http://geneg.net/resource/DDR-Bürgerrechtlers,DDR-Bürgerrechtlers,https://www.wikidata.org/wiki/Q2027189,"('DDR-Bürgerrechtler', 97)",Opposition_Und_Widerstand_in_Der_DDR
http://geneg.net/resource/Andr,Andr ...,https://www.wikidata.org/wiki/Q493043,"('André', 100)",Andre
http://geneg.net/resource/Kosovo-Kriegs,Kosovo-Kriegs,https://www.wikidata.org/wiki/Q190029,"('Kosovo-Krieg', 96)",Kosovokrieg
http://geneg.net/resource/Gegen,gegen,https://www.wikidata.org/wiki/Q181037,"('Gegen', 100)",Gegisch
http://geneg.net/resource/Afd-Fraktion,AFD-Fraktion,https://www.wikidata.org/wiki/Q42575708,"('AfD-Fraktion', 100)",AfD-Bundestagsfraktion
http://geneg.net/resource/Santiago_Abascals,Santiago Abascals,https://www.wikidata.org/wiki/Q11703587,"('Santiago Abascal', 97)",Santiago_Abascal_Conde
http://geneg.net/resource/Holocaust-Denkmals,Holocaust-Denkmals,https://www.wikidata.org/wiki/Q160700,"('Holocaust-Denkmal', 97)",Denkmal_Für_Die_Ermordeten_Juden_Europas
http://geneg.net/resource/Internationalen_Rote_Kreuz,Internationalen Rote Kreuz,https://www.wikidata.org/wiki/Q7178,"('Internationalen Roten Kreuzes', 95)",Internationale_Rotkreuz-_Und_Rothalbmond-Bewegung
http://geneg.net/resource/Rockstock-Lichtenhagen,Rockstock-Lichtenhagen,https://www.wikidata.org/wiki/Q741012,"('Lichtenhagen (Rostock)', 95)",Lichtenhagen
http://geneg.net/resource/False_Flag_Operation,False Flag Operation,https://www.wikidata.org/wiki/Q420474,"('false flag operation', 100)",Falsche_Flagge
http://geneg.net/resource/Maria_Sacharowa,Maria Sacharowa,https://www.wikidata.org/wiki/Q20812953,"('Marija Sacharowa', 97)",Marija_Wladimirowna_Sacharowa
http://geneg.net/resource/Von_Finck,Von Finck,https://www.wikidata.org/wiki/Q72350,"('von Finck', 100)",Friedrich_August_Von_Finck
http://geneg.net/resource/Maggie_Thatchers,Maggie Thatchers,https://www.wikidata.org/wiki/Q7416,"('Maggie Thatcher', 97)",Margaret_Thatcher
http://geneg.net/resource/World_Economic_Forum's,World Economic Forum's,https://www.wikidata.org/wiki/Q170418,"('World Economic Forum', 95)",Weltwirtschaftsforum
http://geneg.net/resource/Irakisch-Kurdistans,Irakisch-Kurdistans,https://www.wikidata.org/wiki/Q205047,"('Irakisch-Kurdistan', 97)",Autonome_Region_Kurdistan
http://geneg.net/resource/Pdvsa,PdVSA,https://www.wikidata.org/wiki/Q718194,"('PDVSA', 100)",Petróleos_De_Venezuela
http://geneg.net/resource/Tatort-Folge,Tatort“-Folge,https://www.wikidata.org/wiki/Q689438,"('Tatort-Folge', 100)",Tatort
http://geneg.net/resource/Spiegel-Bericht,"Spiegel""-Bericht",https://www.wikidata.org/wiki/Q131478,"('Spiegel-Bericht', 100)",Der_Spiegel
http://geneg.net/resource/Frankfurt/Main,FRANKFURT/MAIN,https://www.wikidata.org/wiki/Q1794,"('Frankfurt/Main', 100)",Frankfurt_Am_Main
http://geneg.net/resource/Adorno_Theodor,"Adorno, Theodor",https://www.wikidata.org/wiki/Q152388,"('Theodor Adorno', 100)",Theodor_W._Adorno
http://geneg.net/resource/Die_Süddeutsche,Die Süddeutsche,https://www.wikidata.org/wiki/Q158870,"('süddeutsche.de', 96)",Süddeutsche_Zeitung
http://geneg.net/resource/Marx‘,Marx‘,https://www.wikidata.org/wiki/Q9061,"('Marx', 100)",Karl_Marx
http://geneg.net/resource/’s,’s,https://www.wikidata.org/wiki/Q278668,"('Süß', 100)",Christian_Süß
http://geneg.net/resource/Bis,bis,https://www.wikidata.org/wiki/Q309195,"('BIS', 100)",Bank_Für_Internationalen_Zahlungsausgleich
http://geneg.net/resource/Borchardts,Borchardts,https://www.wikidata.org/wiki/Q2203560,"('Borchardt', 95)",Rüdiger_Borchardt
http://geneg.net/resource/Sozialdemokratischer_Arbeiterpartei,Sozialdemokratischer Arbeiterpartei,https://www.wikidata.org/wiki/Q179111,"('Sozialdemokratische Arbeiterpartei', 99)",Sozialdemokratische_Partei_Österreichs
http://geneg.net/resource/Mc_Donald‘s,Mc Donald‘s,https://www.wikidata.org/wiki/Q38076,"('Mc Donald’s', 100)",McDonald’s
http://geneg.net/resource/Dresden_Neustadt,Dresden Neustadt,https://www.wikidata.org/wiki/Q800686,"('Dresden-Neustadt', 100)",Bahnhof_Dresden-Neustadt
http://geneg.net/resource/15€,15€.,https://www.wikidata.org/wiki/Q7018,"('15.', 100)",15._Jahrhundert
http://geneg.net/resource/Europäischen_Gerichtshofs,Europäischen Gerichtshofs,https://www.wikidata.org/wiki/Q1518827,"('Europäischen Gerichtshof', 98)",Europäischer_Gerichtshof
http://geneg.net/resource/Anti-Deutscher,anti-deutscher,https://www.wikidata.org/wiki/Q520566,"('Antideutscher', 96)",Antideutsche
http://geneg.net/resource/Anders,anders,https://www.wikidata.org/wiki/Q43399,"('Anders', 100)",Andreas
http://geneg.net/resource/Villas,Villas,https://www.wikidata.org/wiki/Q3950,"('villas', 100)",Villa
http://geneg.net/resource/NZZ,@NZZ,https://www.wikidata.org/wiki/Q658945,"('NZZ', 100)",Neue_Zürcher_Zeitung
http://geneg.net/resource/Soros,SOROS,https://www.wikidata.org/wiki/Q12908,"('Soros', 100)",George_Soros
http://geneg.net/resource/S-400,S-400.,https://www.wikidata.org/wiki/Q861006,"('S-400', 100)",SA-21_Growler
http://geneg.net/resource/Brussels,BRUSSELS,https://www.wikidata.org/wiki/Q9005,"('Brussels', 100)",Brüssel
http://geneg.net/resource/Eu-Kommissionpräsidentin,EU-Kommissionpräsidentin,https://www.wikidata.org/wiki/Q8882,"('EU-Kommissionspräsidentin', 98)",Präsident_Der_Europäischen_Kommission
http://geneg.net/resource/Schill-Partei,Schill“-Partei,https://www.wikidata.org/wiki/Q457217,"('Schill-Partei', 100)",Partei_Rechtsstaatlicher_Offensive
http://geneg.net/resource/­Correctiv.org,­Correctiv.org,https://www.wikidata.org/wiki/Q20181258,"('correctiv.org', 100)",Correctiv
http://geneg.net/resource/Euro-Zone,Euro-Zone,https://www.wikidata.org/wiki/Q8268,"('Euro zone', 100)",Eurozone
http://geneg.net/resource/Buôn,Buôn,https://www.wikidata.org/wiki/Q15240969,"('bun', 100)",Haarknoten
http://geneg.net/resource/Weltbiodiversitätsrats,Weltbiodiversitätsrats,https://www.wikidata.org/wiki/Q1666088,"('Weltbiodiversitätsrat', 98)",Intergovernmental_Platform_on_Biodiversity_and_Ecosystem_Services
http://geneg.net/resource/Us-Einwanderungsbehörden,US-Einwanderungsbehörden,https://www.wikidata.org/wiki/Q943091,"('US-Einwanderungsbehörde', 98)",United_States_Immigration_and_Customs_Enforcement
http://geneg.net/resource/Penguin-Verlag,Penguin-Verlag,https://www.wikidata.org/wiki/Q1336200,"('Penguin Verlag', 100)",Penguin_Books
http://geneg.net/resource/CHR,Chr.,https://www.wikidata.org/wiki/Q12003,"('Chér', 100)",Cher
http://geneg.net/resource/The_Day_After,The Day after,https://www.wikidata.org/wiki/Q738462,"('The Day After', 100)",The_Day_After_–_Der_Tag_Danach
http://geneg.net/resource/Units,Units,https://www.wikidata.org/wiki/Q47574,"('units', 100)",Maßeinheit
http://geneg.net/resource/Michail_Gorbachtschow,Michail Gorbachtschow,https://www.wikidata.org/wiki/Q30487,"('Michail Gorbatschow', 95)",Michail_Sergejewitsch_Gorbatschow
http://geneg.net/resource/Harvard,Harvard-,https://www.wikidata.org/wiki/Q13371,"('Harvard', 100)",Harvard_University
http://geneg.net/resource/Fayez_Sarraj,Fayez Sarraj,https://www.wikidata.org/wiki/Q21089561,"('Faez Sarraj', 96)",Fajes_Sarradsch
http://geneg.net/resource/Magreb-Staaten,Maghreb-Staaten,https://www.wikidata.org/wiki/Q28227,"('Maghrebstaaten', 97)",Maghreb
http://geneg.net/resource/Friedrich_Naumann_Stiftung,Friedrich Naumann Stiftung,https://www.wikidata.org/wiki/Q338433,"('Friedrich-Naumann-Stiftung', 100)",Friedrich-Naumann-Stiftung_Für_Die_Freiheit
http://geneg.net/resource/🌍_💚,🌍 💚,https://www.wikidata.org/wiki/Q513847,"('♢', 100)",Karo
http://geneg.net/resource/Me_Too,Me Too“-,https://www.wikidata.org/wiki/Q42133786,"('#Me Too', 100)",#MeToo
http://geneg.net/resource/U,U.,https://www.wikidata.org/wiki/Q28513,"('ÖU', 100)",Österreich-Ungarn
http://geneg.net/resource/Die_Wende,die Wende,https://www.wikidata.org/wiki/Q682258,"('Die Wende', 100)",Wende_Und_Friedliche_Revolution_in_Der_DDR
http://geneg.net/resource/Ard-Tagesthemen,"ARD-""Tagesthemen",https://www.wikidata.org/wiki/Q19916,"('ARD-Tagesthemen', 100)",Tagesthemen
http://geneg.net/resource/Alexej_Navalny,Alexej Navalny,https://www.wikidata.org/wiki/Q155979,"('Alexeï Navalny', 96)",Alexei_Anatoljewitsch_Nawalny
http://geneg.net/resource/Martin_Luther_King_JRS,Martin Luther King Jr.s,https://www.wikidata.org/wiki/Q8027,"('Martin Luther, Jr. King', 95)",Martin_Luther_King
http://geneg.net/resource/Augustaschachts,Augustaschachts,https://www.wikidata.org/wiki/Q627414,"('Augustaschacht', 97)",Arbeitserziehungslager_Ohrbeck
http://geneg.net/resource/Mahlow,MAHLOW,https://www.wikidata.org/wiki/Q574128,"('Mahlow', 100)",Blankenfelde-Mahlow
http://geneg.net/resource/Europaparlamentarierin,Europaparlamentarierin,https://www.wikidata.org/wiki/Q27169,"('Europaparlamentarier', 95)",Mitglied_Des_Europäischen_Parlaments
http://geneg.net/resource/Team_Hc_Strache-Allianz_Für_Österreich,Team HC Strache – Allianz für ­Österreich,https://www.wikidata.org/wiki/Q78190419,"('Team HC Strache – Allianz für Österreich', 100)",DAÖ_–_Die_Allianz_Für_Österreich
http://geneg.net/resource/Grünen-Politikers,Grünen-Politikers,https://www.wikidata.org/wiki/Q49766,"('Grünen-Politiker', 97)",Bündnis_90/Die_Grünen
http://geneg.net/resource/Solá,Solá,https://www.wikidata.org/wiki/Q525,"('Sol', 100)",Sonne
http://geneg.net/resource/Js,J. S.,https://www.wikidata.org/wiki/Q36380,"('S.J.', 100)",Jesuiten
http://geneg.net/resource/Daimler_Benz_Ag,Daimler Benz AG,https://www.wikidata.org/wiki/Q27530,"('Daimler-Benz AG', 100)",Daimler_AG
http://geneg.net/resource/Erderwämung,Erderwämung,https://www.wikidata.org/wiki/Q7942,"('Erderwärmung', 95)",Globale_Erwärmung
http://geneg.net/resource/Eu-Skeptikern,EU-Skeptikern,https://www.wikidata.org/wiki/Q223200,"('EU-Skeptiker', 96)",Europaskepsis
http://geneg.net/resource/Merkel_Iv,Merkel IV.,https://www.wikidata.org/wiki/Q48055676,"('Merkel IV', 100)",Kabinett_Merkel_IV
http://geneg.net/resource/United_Nation,United Nation,https://www.wikidata.org/wiki/Q1065,"('United Nations', 96)",Vereinte_Nationen
http://geneg.net/resource/Berlin_Schöneberg-Tempelhof,Berlin Schöneberg-Tempelhof,https://www.wikidata.org/wiki/Q158106,"('Berlin Tempelhof-Schöneberg', 100)",Tempelhof-Schöneberg
http://geneg.net/resource/Ksa,ksa,https://www.wikidata.org/wiki/Q851,"('KSA', 100)",Saudi-Arabien
http://geneg.net/resource/Sea_Watch_4,Sea Watch 4,https://www.wikidata.org/wiki/Q2105600,"('Sea-Watch 4', 100)",Poseidon
http://geneg.net/resource/United_Nations_Development_Programmes,United Nations Development Programmes,https://www.wikidata.org/wiki/Q161718,"('United Nations Development Programme', 99)",Entwicklungsprogramm_Der_Vereinten_Nationen
http://geneg.net/resource/Angelas_Merkels,Angela Merkels,https://www.wikidata.org/wiki/Q567,"('angela merkel', 96)",Angela_Merkel
http://geneg.net/resource/Über,über,https://www.wikidata.org/wiki/Q160556,"('BER', 100)",Flughafen_Berlin_Brandenburg
http://geneg.net/resource/Wismut-Ag,Wismut-AG,https://www.wikidata.org/wiki/Q314111,"('Wismut AG', 100)",Wismut
http://geneg.net/resource/Alexej_Nawalni,Alexej Nawalni,https://www.wikidata.org/wiki/Q155979,"('Alexej Nawalnij', 97)",Alexei_Anatoljewitsch_Nawalny
http://geneg.net/resource/Spiegel-Online,SPIEGEL-Online,https://www.wikidata.org/wiki/Q278151,"('Spiegel Online', 100)",Der_Spiegel
http://geneg.net/resource/Washington/Dc,Washington/DC,https://www.wikidata.org/wiki/Q61,"('Washington DC', 100)","Washington,_D.C."
http://geneg.net/resource/Ullstein,ULLSTEIN,https://www.wikidata.org/wiki/Q451462,"('Ullstein', 100)",Ullstein_Verlag
http://geneg.net/resource/Nsdap,NSdAP,https://www.wikidata.org/wiki/Q7320,"('NSDAP', 100)",Nationalsozialistische_Deutsche_Arbeiterpartei
http://geneg.net/resource/Europäisierung,EUropäisierung,https://www.wikidata.org/wiki/Q868901,"('Europäisierung', 100)",Europäisierung_(Politikwissenschaft)
http://geneg.net/resource/Un-Hochkommissariats_Für_Flüchtlinge,UN-Hochkommissariats für Flüchtlinge,https://www.wikidata.org/wiki/Q132551,"('UN-Hochkommissariat für Flüchtlinge', 99)",Hoher_Flüchtlingskommissar_Der_Vereinten_Nationen
http://geneg.net/resource/Himmler,Himmler-,https://www.wikidata.org/wiki/Q43067,"('Himmler', 100)",Heinrich_Himmler
http://geneg.net/resource/Google-Suche,google-Suche,https://www.wikidata.org/wiki/Q9366,"('Google Suche', 100)",Google
http://geneg.net/resource/CRL_James,C.R.L. James,https://www.wikidata.org/wiki/Q773828,"('C.L.R. James', 100)",C._L._R._James
http://geneg.net/resource/Tagesschaude,tagesschau.de<,https://www.wikidata.org/wiki/Q1409067,"('TAGESSCHAU.de', 100)",tagesschau.de
http://geneg.net/resource/Corinanna_Miazga,Corianna Miazga,https://www.wikidata.org/wiki/Q40878850,"('Corinna Miazga', 97)",Corinna_Miazga
http://geneg.net/resource/Duisbug_Marxloh,Duisbug Marxloh,https://www.wikidata.org/wiki/Q1906190,"('Duisburg-Marxloh', 97)",Marxloh
http://geneg.net/resource/Versailer_Vertrag,Versailer Vertrag,https://www.wikidata.org/wiki/Q8736,"('Versailler Vertrag', 97)",Friedensvertrag_Von_Versailles
http://geneg.net/resource/Jimbo”_Wales,Jimbo” Wales,https://www.wikidata.org/wiki/Q181,"('Jimbo Wales', 100)",Jimmy_Wales
http://geneg.net/resource/Faridbang,FaridBang,https://www.wikidata.org/wiki/Q89832,"('Farid\xa0Bang', 100)",Farid_Bang
http://geneg.net/resource/Goerlitzer_park,gorlitzer-park,https://www.wikidata.org/wiki/Q896816,"('Görlitzer Park', 96)",Görlitzer_Park
http://geneg.net/resource/Hartz-Iv-Empfängers,Hartz-IV-Empfängers,https://www.wikidata.org/wiki/Q628569,"('Hartz-IV-Empfänger', 97)",Arbeitslosengeld_II
http://geneg.net/resource/Jufo,JuFo,https://www.wikidata.org/wiki/Q1711223,"('Jufo', 100)",Jugend_Forscht
http://geneg.net/resource/Twenty/Twenty,Twenty/Twenty,https://www.wikidata.org/wiki/Q25337,"('twenty twenty', 100)",2020
http://geneg.net/resource/Lau,lau,https://www.wikidata.org/wiki/Q804970,"('Lau', 100)",Liu
http://geneg.net/resource/Bilderbergern,Bilderbergern,https://www.wikidata.org/wiki/Q184937,"('Bilderberger', 96)",Bilderberg-Konferenz
http://geneg.net/resource/Ard_Tagesschau,ARD tagesschau,https://www.wikidata.org/wiki/Q703907,"('ARD-Tagesschau', 100)",Tagesschau
http://geneg.net/resource/FDP-Politikers,FDP-Politikers,https://www.wikidata.org/wiki/Q13124,"('FDP-Politiker', 96)",Freie_Demokratische_Partei
http://geneg.net/resource/Us-Präsidentschaftswahlkampfs,US-Präsidentschaftswahlkampfs,https://www.wikidata.org/wiki/Q1637233,"('US-Präsidentschaftswahlkampf', 98)",October_Surprise
http://geneg.net/resource/Bundesinnemnisterium,Bundesinnemnisterium,https://www.wikidata.org/wiki/Q502698,"('Bundesinnenministerium', 95)","Bundesministerium_Des_Innern,_Für_Bau_Und_Heimat"
http://geneg.net/resource/Süddeutsche,SÜDDEUTSCHE,https://www.wikidata.org/wiki/Q46519,"('Süddeutsch', 95)",Süddeutschland
http://geneg.net/resource/Yale,Yale-,https://www.wikidata.org/wiki/Q49112,"('Yale', 100)",Yale_University
http://geneg.net/resource/Europaweit,Europaweit,https://www.wikidata.org/wiki/Q46,"('europaweit', 100)",Europa
http://geneg.net/resource/Chuck_Schumer,Chuck Schumer,https://www.wikidata.org/wiki/Q380900,"('Chuck Schumer', 100)",Charles_Schumer
http://geneg.net/resource/Ipg_Internationale_Politik_Und_Gesellschaft,IPG Internationale Politik und Gesellschaft,https://www.wikidata.org/wiki/Q836469,"('Internationale Politik und Gesellschaft', 95)",Friedrich-Ebert-Stiftung
http://geneg.net/resource/Saif_Al-Islams,Saif al-Islams,https://www.wikidata.org/wiki/Q208135,"('Saif al-Islam', 96)",Saif_Al-Islam_Al-Gaddafi
http://geneg.net/resource/Michael_Chodorkowski,Michael Chodorkowski,https://www.wikidata.org/wiki/Q152503,"('Michail Chodorkowski', 95)",Michail_Borissowitsch_Chodorkowski
http://geneg.net/resource/Lesben,Lesben-,https://www.wikidata.org/wiki/Q6649,"('Lesben', 100)",Lesbisch
http://geneg.net/resource/Westberlins,Westberlins,https://www.wikidata.org/wiki/Q56036,"('Westberlin', 95)",West-Berlin
http://geneg.net/resource/Seeheimern,Seeheimern,https://www.wikidata.org/wiki/Q881042,"('Seeheimer', 95)",Seeheimer_Kreis_in_Der_SPD-Bundestagsfraktion
http://geneg.net/resource/Jufra,jufra,https://www.wikidata.org/wiki/Q48247,"('Jufra', 100)",Munizip_Al-Dschufra
http://geneg.net/resource/The,The,https://www.wikidata.org/wiki/Q1475036,"('THE', 100)",Times_Higher_Education
http://geneg.net/resource/Atacama-Region,Atacama-Region,https://www.wikidata.org/wiki/Q2120,"('Atacama Region', 100)",Región_De_Atacama
http://geneg.net/resource/PKK,PKK-,https://www.wikidata.org/wiki/Q152220,"('PKK', 100)",Arbeiterpartei_Kurdistans
http://geneg.net/resource/Hannover-Flughafens,Hannover-Flughafens,https://www.wikidata.org/wiki/Q170169,"('Hannover Flughafen', 97)",Flughafen_Hannover-Langenhagen
http://geneg.net/resource/J,J.,https://www.wikidata.org/wiki/Q319,"('J', 100)",Jupiter
http://geneg.net/resource/Palästinensergebiete,Palästinensergebiete,https://www.wikidata.org/wiki/Q407199,"('Palästinensergebieten', 97)",Palästinensische_Autonomiegebiete
http://geneg.net/resource/As-Sisi,As-Sisi,https://www.wikidata.org/wiki/Q307871,"('as-Sisi', 100)",Abd_Al-Fattah_as-Sisi
http://geneg.net/resource/Bayrische_Landtag,Bayrische Landtag,https://www.wikidata.org/wiki/Q641439,"('Bayrischer Landtag', 97)",Bayerischer_Landtag
http://geneg.net/resource/Franklin_Roosevelts,Franklin Roosevelts,https://www.wikidata.org/wiki/Q8007,"('Franklin Roosevelt', 97)",Franklin_Delano_Roosevelt
http://geneg.net/resource/Aslan_Maschadows,Aslan Maschadows,https://www.wikidata.org/wiki/Q193354,"('Aslan Maschadow', 97)",Aslan_Alijewitsch_Maschadow
http://geneg.net/resource/Bundesinnenminsteriums,Bundesinnenminsteriums,https://www.wikidata.org/wiki/Q502698,"('Bundesinnenministerium', 95)","Bundesministerium_Des_Innern,_Für_Bau_Und_Heimat"
http://geneg.net/resource/BDS,BdS,https://www.wikidata.org/wiki/Q895904,"('BDS', 100)","Boycott,_Divestment_and_Sanctions"
http://geneg.net/resource/Telegraph,‚Telegraph,https://www.wikidata.org/wiki/Q192621,"('Telegraph', 100)",The_Daily_Telegraph
http://geneg.net/resource/VDK,VdK.,https://www.wikidata.org/wiki/Q1604553,"('VdK', 100)",Sozialverband_VdK_Deutschland
http://geneg.net/resource/Kung,Kung,https://www.wikidata.org/wiki/Q172365,"('!Kung', 100)",San
