GeNeG_resource,GeNeG_resource_alias,Wikidata_resource,Wikidata_alias,Wikidata_label
http://geneg.net/resource/Pis,PiS.,https://www.wikidata.org/wiki/Q156874,"('PiS', 100)",Prawo_I_Sprawiedliwość
http://geneg.net/resource/Großbritannnien,Großbritannnien,https://www.wikidata.org/wiki/Q145,"('Großbritannien', 96)",Vereinigtes_Königreich
http://geneg.net/resource/Lega,LEGA,https://www.wikidata.org/wiki/Q47750,"('Lega', 100)",Lega_Nord
http://geneg.net/resource/Maischbergerdie_Woche,maischberger.die woche,https://www.wikidata.org/wiki/Q1330010,"('Maischberger – Die Woche', 100)",Maischberger._Die_Woche
http://geneg.net/resource/Bah,Bah,https://www.wikidata.org/wiki/Q398,"('BAH', 100)",Bahrain
http://geneg.net/resource/Is-Terrorristen,IS-Terrorristen,https://www.wikidata.org/wiki/Q2429253,"('IS-Terroristen', 97)",Islamischer_Staat
http://geneg.net/resource/Dieselfahrzeugen,Dieselfahrzeugen,https://www.wikidata.org/wiki/Q174174,"('Dieselfahrzeuge', 97)",Dieselmotor
http://geneg.net/resource/Al_Manar_Tv,al-Manar TV,https://www.wikidata.org/wiki/Q286478,"('Al-Manar TV', 100)",Al-Manar
http://geneg.net/resource/Bundestags-Innenausschuss,Bundestags-Innenausschuss,https://www.wikidata.org/wiki/Q1663880,"('Bundestags-Innenausschusses', 96)",Ausschuss_Für_Inneres_Und_Heimat
http://geneg.net/resource/Werner_Patzelt,werner patzelt,https://www.wikidata.org/wiki/Q1555048,"('Werner Patzelt', 100)",Werner_J._Patzelt
http://geneg.net/resource/Mengele,Mengele-,https://www.wikidata.org/wiki/Q57109,"('Mengele', 100)",Josef_Mengele
http://geneg.net/resource/Rackete,#Rackete,https://www.wikidata.org/wiki/Q64851682,"('Rackete', 100)",Carola_Rackete
http://geneg.net/resource/Nora,NORA,https://www.wikidata.org/wiki/Q669694,"('Nora', 100)",Nora_Oder_Ein_Puppenheim
http://geneg.net/resource/Reporter_Sans_Frontières,Reporters sans Frontières,https://www.wikidata.org/wiki/Q154330,"('Reporters sans frontières', 100)",Reporter_Ohne_Grenzen
http://geneg.net/resource/Al-Bagdadi,al-Bagdadi,https://www.wikidata.org/wiki/Q2821724,"('Al-Baghdadi', 95)",Abu_Bakr_Al-Baghdadi
http://geneg.net/resource/Leonid_Breschnjew,Leonid Breschnjew,https://www.wikidata.org/wiki/Q765165,"('Leonid Breschnew', 97)",Leonid_Iljitsch_Breschnew
http://geneg.net/resource/8chan,8Chan,https://www.wikidata.org/wiki/Q18712091,"('8chan', 100)",8kun
http://geneg.net/resource/HVG,hvg,https://www.wikidata.org/wiki/Q545531,"('HVG', 100)",Heti_Világgazdaság
http://geneg.net/resource/Compact_Online,COMPACT-Online,https://www.wikidata.org/wiki/Q15803741,"('Compact (Online)', 100)",Compact
http://geneg.net/resource/Bonn_Bad_Godesberg,Bonn Bad Godesberg,https://www.wikidata.org/wiki/Q153260,"('Bonn-Bad Godesberg', 100)",Bad_Godesberg
http://geneg.net/resource/Dom,dom,https://www.wikidata.org/wiki/Q784,"('DOM', 100)",Dominica
http://geneg.net/resource/Lenín,Lenín,https://www.wikidata.org/wiki/Q65910,"('Lenné', 100)",Peter_Joseph_Lenné
http://geneg.net/resource/Mittelmeerküsten,Mittelmeerküsten,https://www.wikidata.org/wiki/Q4918,"('Mittelmeerküste', 97)",Mittelmeer
http://geneg.net/resource/Nine/Eleven,Nine/Eleven,https://www.wikidata.org/wiki/Q10806,"('Nine-Eleven', 100)",Terroranschläge_Am_11._September_2001
http://geneg.net/resource/G20,G20.,https://www.wikidata.org/wiki/Q19771,"('G20', 100)",Gruppe_Der_Zwanzig_Wichtigsten_Industrie-_Und_Schwellenländer
http://geneg.net/resource/Reichsbürger,REICHSBÜRGER,https://www.wikidata.org/wiki/Q883021,"('Reichsbürger', 100)",Reichsbürgergeſeꜩ
http://geneg.net/resource/Fpö-Politiker,FPÖ-Politiker,https://www.wikidata.org/wiki/Q13124,"('FDP-Politiker', 96)",Freie_Demokratische_Partei
http://geneg.net/resource/Europaweiter,europaweite,https://www.wikidata.org/wiki/Q46,"('Europaweit', 95)",Europa
http://geneg.net/resource/Fn,fn,https://www.wikidata.org/wiki/Q8228,"('FN', 100)",Bodenseekreis
http://geneg.net/resource/Nürnberger_Kriegsverbrecher-Prozessen,Nürnberger Kriegsverbrecher-Prozessen,https://www.wikidata.org/wiki/Q80130,"('Nürnberger Kriegsverbrecher-Prozesse', 99)",Nürnberger_Prozess_Gegen_Die_Hauptkriegsverbrecher
http://geneg.net/resource/Nord-Syrien,nordsyrien,https://www.wikidata.org/wiki/Q858,"('Nordsyrien', 100)",Syrien
http://geneg.net/resource/Cdu-Parteitags,CDU-Parteitags,https://www.wikidata.org/wiki/Q58115296,"('CDU-Parteitag', 96)",Parteitag_Der_CDU_Deutschlands_2018_(Dezember)
http://geneg.net/resource/Walterluebcke,WalterLuebcke,https://www.wikidata.org/wiki/Q2545434,"('Walter_Luebcke', 96)",Walter_Lübcke
http://geneg.net/resource/Breitbart-News,Breitbart-News,https://www.wikidata.org/wiki/Q4960434,"('Breitbart News', 100)",Breitbart_News_Network
http://geneg.net/resource/Eunavfor_Med,EUNAVFOR Med,https://www.wikidata.org/wiki/Q19943686,"('EUNAVFOR MED', 100)",European_Union_Naval_Force_-_Mediterranean
http://geneg.net/resource/Trump-Regierung,Trump*-Regierung,https://www.wikidata.org/wiki/Q27811470,"('Trump-Regierung', 100)",Kabinett_Trump
http://geneg.net/resource/Oevp,OEVP,https://www.wikidata.org/wiki/Q186867,"('Oevp', 100)",Österreichische_Volkspartei
http://geneg.net/resource/Dienst,dienst,https://www.wikidata.org/wiki/Q209572,"('Dienst', 100)",Wehrdienst
http://geneg.net/resource/Ted_Talk,Ted Talk,https://www.wikidata.org/wiki/Q189021,"('TED-Talk', 100)",Ted
http://geneg.net/resource/Finanzbuch_Verlag,Finanzbuch Verlag,https://www.wikidata.org/wiki/Q1959000,"('FinanzBuch Verlag', 100)",Münchner_Verlagsgruppe
http://geneg.net/resource/Rio,RIO,https://www.wikidata.org/wiki/Q8678,"('Rio', 100)",Rio_De_Janeiro
http://geneg.net/resource/Jordan-Tal,Jordan-Tal,https://www.wikidata.org/wiki/Q2463859,"('Jordantal', 95)",Jordangraben
http://geneg.net/resource/Göring-Eckardts,Göring-Eckardts,https://www.wikidata.org/wiki/Q48967,"('Göring-Eckardt', 96)",Katrin_Göring-Eckardt
http://geneg.net/resource/Bundestags-Vizepräsidentin,Bundestags-Vizepräsidentin,https://www.wikidata.org/wiki/Q56024,"('Bundestagsvizepräsidentin', 98)",Präsident_Des_Deutschen_Bundestages
http://geneg.net/resource/Carolaracket,CarolaRacket,https://www.wikidata.org/wiki/Q64851682,"('Carola Racket', 96)",Carola_Rackete
http://geneg.net/resource/Tina,TINA,https://www.wikidata.org/wiki/Q3991531,"('Tina', 100)",Tina_Menz
http://geneg.net/resource/Assad,Assad-,https://www.wikidata.org/wiki/Q44329,"('Assad', 100)",Baschar_Al-Assad
http://geneg.net/resource/Strache-Videos,Strache-Video,https://www.wikidata.org/wiki/Q63928206,"('Strachevideo', 96)",Ibiza-Affäre
http://geneg.net/resource/Zeit-Online,Zeit“-Online,https://www.wikidata.org/wiki/Q157142,"('Zeit Online', 100)",Die_Zeit
http://geneg.net/resource/Euro-Rettung,Eurorettung,https://www.wikidata.org/wiki/Q1374470,"('Euro-Rettung', 96)",Euro-Rettungsschirm
http://geneg.net/resource/Chang’e-,Chang’e-4,https://www.wikidata.org/wiki/Q723045,"('Chang’e 4', 100)",Chang'e_4
http://geneg.net/resource/Stonewall_Riots,Stonewall Riots,https://www.wikidata.org/wiki/Q51402,"('Stonewall riots', 100)",Stonewall
http://geneg.net/resource/Georgij_Schukow,Georgij Schukow,https://www.wikidata.org/wiki/Q124617,"('Georgi Schukow', 97)",Georgi_Konstantinowitsch_Schukow
http://geneg.net/resource/Turkstream,Turkstream,https://www.wikidata.org/wiki/Q18810087,"('TurkStream', 100)",Turkish_Stream
http://geneg.net/resource/Humboldtuniversität_Berlin,Humboldtuniversität Berlin,https://www.wikidata.org/wiki/Q152087,"('Humboldt-Universität Berlin', 98)",Humboldt-Universität_Zu_Berlin
http://geneg.net/resource/Dilma_Roussefs,Dilma Roussefs,https://www.wikidata.org/wiki/Q40722,"('Dilma Rousseffs', 97)",Dilma_Rousseff
http://geneg.net/resource/Wef,@wef,https://www.wikidata.org/wiki/Q170418,"('WEF', 100)",Weltwirtschaftsforum
http://geneg.net/resource/Iranische_Revolution,Iranische Revolution,https://www.wikidata.org/wiki/Q126065,"('Iranische Revolution', 100)",Islamische_Revolution
http://geneg.net/resource/Ciudad_Júarez,Ciudad Júarez,https://www.wikidata.org/wiki/Q26590,"('Ciudad Juarez', 96)",Ciudad_Juárez
http://geneg.net/resource/Nsdap-Mitgliedern,NSDAP-Mitgliedern,https://www.wikidata.org/wiki/Q7320,"('NSDAP-Mitglieder', 97)",Nationalsozialistische_Deutsche_Arbeiterpartei
http://geneg.net/resource/Russisches,Russisches,https://www.wikidata.org/wiki/Q159,"('russisches', 100)",Russland
http://geneg.net/resource/Enderleins,Enderleins,https://www.wikidata.org/wiki/Q72115,"('Enderlein', 95)",Günther_Enderlein
http://geneg.net/resource/Front_Natinal,Front Natinal,https://www.wikidata.org/wiki/Q205150,"('Front national', 96)",Rassemblement_National
http://geneg.net/resource/Weather_Underground_Organisation,Weather Underground Organisation,https://www.wikidata.org/wiki/Q1163724,"('Weather Underground Organization', 97)",Weathermen
http://geneg.net/resource/Vordere_Orient,Vordere Orient,https://www.wikidata.org/wiki/Q7204,"('Vorderer Orient', 97)",Mittlerer_Osten
http://geneg.net/resource/Zeit,‚Zeit,https://www.wikidata.org/wiki/Q157142,"('ZEIT', 100)",Die_Zeit
http://geneg.net/resource/Un-Sozialpakts,UN-Sozialpakts,https://www.wikidata.org/wiki/Q457862,"('UN-Sozialpakt', 96)","Internationaler_Pakt_Über_Wirtschaftliche,_Soziale_Und_Kulturelle_Rechte"
http://geneg.net/resource/Madsack-Mediengruppe,Madsack-Mediengruppe,https://www.wikidata.org/wiki/Q2516801,"('Madsack Mediengruppe', 100)",Verlagsgesellschaft_Madsack
http://geneg.net/resource/Polenfeldzuges,Polenfeldzugs,https://www.wikidata.org/wiki/Q150812,"('Polenfeldzug', 96)",Überfall_Auf_Polen
http://geneg.net/resource/Investing,Investing,https://www.wikidata.org/wiki/Q4290,"('investing', 100)",Investition
http://geneg.net/resource/White_Helmets,White helmets,https://www.wikidata.org/wiki/Q22909229,"('White Helmets', 100)",Syrischer_Zivilschutz
http://geneg.net/resource/Vn-Sicherheitsrats,VN-Sicherheitsrats,https://www.wikidata.org/wiki/Q37470,"('VN-Sicherheitsrat', 97)",Sicherheitsrat_Der_Vereinten_Nationen
http://geneg.net/resource/Shakespeare,Shake­speare,https://www.wikidata.org/wiki/Q692,"('Shakespeare', 96)",William_Shakespeare
http://geneg.net/resource/Deutschkenntnissen,Deutschkenntnissen,https://www.wikidata.org/wiki/Q188,"('Deutschkenntnisse', 97)",Deutsch
http://geneg.net/resource/Blacklivesmatter-Bewegung,BlackLivesMatter-Bewegung,https://www.wikidata.org/wiki/Q19600530,"('Black-Lives-Matter-Bewegung', 96)",Black_Lives_Matter
http://geneg.net/resource/Syrienkriegs,Syrienkriegs,https://www.wikidata.org/wiki/Q178810,"('Syrienkrieg', 96)",Bürgerkrieg_in_Syrien
http://geneg.net/resource/Macgregors,Macgregor,https://www.wikidata.org/wiki/Q2579853,"('MacGregor', 100)",William_MacGregor
http://geneg.net/resource/Un-Flüchtlingskommissars,UN-Flüchtlingskommissars,https://www.wikidata.org/wiki/Q132551,"('UN-Flüchtlingskommissar', 98)",Hoher_Flüchtlingskommissar_Der_Vereinten_Nationen
http://geneg.net/resource/Schwarze_Menschen,Schwarze Menschen,https://www.wikidata.org/wiki/Q817393,"('schwarze Menschen', 100)",Schwarze
http://geneg.net/resource/Jacobin_Magazin,Jacobin Magazin,https://www.wikidata.org/wiki/Q6119666,"('Jacobin Magazine', 97)",Jacobin
http://geneg.net/resource/Lópz_Obrador,Lópz Obrador,https://www.wikidata.org/wiki/Q318508,"('López Obrador', 96)",Andrés_Manuel_López_Obrador
http://geneg.net/resource/Eu-Beamten,EU-Beamten,https://www.wikidata.org/wiki/Q505032,"('EU-Beamte', 95)",EU-Beamter
http://geneg.net/resource/Mittelmeerländer,Mittelmeerländer,https://www.wikidata.org/wiki/Q1721617,"('Mittelmeerländern', 97)",Mittelmeeranrainerstaat
http://geneg.net/resource/Ypg,YPG-,https://www.wikidata.org/wiki/Q277036,"('YPG', 100)",Volksverteidigungseinheiten
http://geneg.net/resource/Hai’at_Tahrir_Al-Sham,Hai‘at Tahrir al-Sham,https://www.wikidata.org/wiki/Q28540613,"(""Hay'at Tahrir al-Sham"", 95)",Haiʾat_Tahrir_Asch-Scham
http://geneg.net/resource/European_Externa_Action_Service,European Externa Action Service,https://www.wikidata.org/wiki/Q672941,"('European External Action Service', 98)",Europäischer_Auswärtiger_Dienst
http://geneg.net/resource/Bin_Salman,Bin Salman,https://www.wikidata.org/wiki/Q6892571,"('bin Salman', 100)",Mohammad_Bin_Salman_Al_Saud
http://geneg.net/resource/Hannover_Langenhagen,Hannover Langenhagen,https://www.wikidata.org/wiki/Q170169,"('Hannover-Langenhagen', 100)",Flughafen_Hannover-Langenhagen
http://geneg.net/resource/Nordsyriern,Nordsyriern,https://www.wikidata.org/wiki/Q858,"('nordsyrien', 95)",Syrien
http://geneg.net/resource/Vikor_Orban,Vikor Orban,https://www.wikidata.org/wiki/Q57641,"('Orban, Viktor', 96)",Viktor_Orbán
http://geneg.net/resource/BFV,BfV.,https://www.wikidata.org/wiki/Q799144,"('bfv', 100)",Badischer_Fußballverband
http://geneg.net/resource/|Taz,taz.,https://www.wikidata.org/wiki/Q81555,"('Taz', 100)",Tas
http://geneg.net/resource/Francois_Holland,Francois Holland,https://www.wikidata.org/wiki/Q157,"('Francois Hollande', 97)",François_Hollande
http://geneg.net/resource/Schümer,Schümer,https://www.wikidata.org/wiki/Q72827,"('Schmer', 100)",Schmalz
http://geneg.net/resource/Ahmed_A,Ahmed A.,https://www.wikidata.org/wiki/Q50365049,"('A. Ahmed', 100)",Abiy_Ahmed
http://geneg.net/resource/McCarran-Walter-Act,McCarran-Walter-Act,https://www.wikidata.org/wiki/Q1660068,"('McCarran-Walter Act', 100)",Immigration_and_Nationality_Act
http://geneg.net/resource/Werte_union,Werte_Union,https://www.wikidata.org/wiki/Q31837984,"('Werteunion', 95)",WerteUnion
http://geneg.net/resource/Sz,SZ-,https://www.wikidata.org/wiki/Q1050,"('sz', 100)",Eswatini
http://geneg.net/resource/Fedex,Fedex,https://www.wikidata.org/wiki/Q1426,"('FedEx', 100)",Roger_Federer
http://geneg.net/resource/Al-Khums,al-Khums,https://www.wikidata.org/wiki/Q310381,"('Al Khums', 100)",Al-Chums
http://geneg.net/resource/Compact-Magazine,COMPACT-Magazins,https://www.wikidata.org/wiki/Q15803741,"('Compact-Magazins', 100)",Compact
http://geneg.net/resource/Eu-Komission,EU-Komission,https://www.wikidata.org/wiki/Q8880,"('EU-Kommission', 96)",Europäische_Kommission
http://geneg.net/resource/Uno-Migrationspakt,UN- Migrationspakt,https://www.wikidata.org/wiki/Q55612707,"('UN-Migrationspakt', 100)","Globaler_Vertrag_Für_Sichere,_Geordnete_Und_Geregelte_Migration"
http://geneg.net/resource/Euroskeptikern,Euroskeptikern,https://www.wikidata.org/wiki/Q223200,"('Euroskeptiker', 96)",Europaskepsis
http://geneg.net/resource/Franklin_D_Roosewelt,Franklin D. Roosewelt,https://www.wikidata.org/wiki/Q8007,"('Franklin D. Roosevelt', 95)",Franklin_Delano_Roosevelt
http://geneg.net/resource/Deutschlandkuriers,Deutschlandkurier,https://www.wikidata.org/wiki/Q42307196,"('Deutschland-Kurier', 97)",Deutschland-Kurier
http://geneg.net/resource/Bölw,BÖLW,https://www.wikidata.org/wiki/Q804868,"('BLW', 100)",Baldwin_Locomotive_Works
http://geneg.net/resource/Cs,C.s,https://www.wikidata.org/wiki/Q1456,"('S. C.', 100)",South_Carolina
http://geneg.net/resource/Yasmin_Shoomans,Yasmin Shoomans,https://www.wikidata.org/wiki/Q2599660,"('Yasmin Shooman', 97)",Yasemin_Shooman
http://geneg.net/resource/Rechten_Sektor,Rechten Sektor,https://www.wikidata.org/wiki/Q15361249,"('Rechten Sektors', 97)",Prawyj_Sektor
http://geneg.net/resource/Mac_Donalds,Mac Donalds,https://www.wikidata.org/wiki/Q38076,"('Mc Donalds', 95)",McDonald’s
http://geneg.net/resource/Mohamed_Ali,Mohamed Ali,https://www.wikidata.org/wiki/Q182781,"('Mohamed ali', 100)",Muhammad_Ali_Pascha
http://geneg.net/resource/Ku_́damm,Ku‘damm,https://www.wikidata.org/wiki/Q160272,"(""Ku'damm"", 100)",Kurfürstendamm
http://geneg.net/resource/Ah,A.H,https://www.wikidata.org/wiki/Q622188,"('H. A.', 100)",Hells_Angels
http://geneg.net/resource/ZDF_Heute_Journal,ZDF heute Journal,https://www.wikidata.org/wiki/Q885345,"('ZDF heute-journal', 100)",Heute-Journal
http://geneg.net/resource/Come_United,come united,https://www.wikidata.org/wiki/Q174769,"('United.com', 95)",United_Airlines
http://geneg.net/resource/Bundestagsdebatten,Bundestagsdebatten,https://www.wikidata.org/wiki/Q154797,"('Bundestagsdebatte', 97)",Deutscher_Bundestag
http://geneg.net/resource/Julis,Julis,https://www.wikidata.org/wiki/Q449361,"('JuLis', 100)",Junge_Liberale
http://geneg.net/resource/Ruland,Ruland,https://www.wikidata.org/wiki/Q159,"('Rußland', 100)",Russland
http://geneg.net/resource/Emirate,Emirate,https://www.wikidata.org/wiki/Q189898,"('emirate', 100)",Emirat
http://geneg.net/resource/Vereinigen_Staaten,Vereinigen Staaten,https://www.wikidata.org/wiki/Q30,"('Vereinigten Staaten', 97)",Vereinigte_Staaten
http://geneg.net/resource/Keniakoalition,Keniakoalition,https://www.wikidata.org/wiki/Q2253399,"('Kenia-Koalition', 97)","Regierungskoalition_Aus_Einer_Konservativen_Oder_Christdemokratischen,_Einer_Sozialistischen_Oder_Sozialdemokratischen_Sowie_Einer_Grünen_Partei"
http://geneg.net/resource/Nordzyperns,Nordzyperns,https://www.wikidata.org/wiki/Q23681,"('Nordzypern', 95)",Türkische_Republik_Nordzypern
http://geneg.net/resource/Judas-Lohn,Judas-Lohn,https://www.wikidata.org/wiki/Q81018,"('Judaslohn', 95)",Judas_Ischariot
http://geneg.net/resource/Time-Magazin,"Time""-Magazin",https://www.wikidata.org/wiki/Q43297,"('Time-Magazins', 96)",Time
http://geneg.net/resource/La_Française,la française,https://www.wikidata.org/wiki/Q632356,"('à la française', 100)",Service_À_La_Française
http://geneg.net/resource/Un-Waffenembargo,UN-Waffenembargo,https://www.wikidata.org/wiki/Q989265,"('UN-Waffenembargos', 97)",Embargo
http://geneg.net/resource/Native_America,Native America,https://www.wikidata.org/wiki/Q36747,"('Native American', 97)",Indianer
http://geneg.net/resource/Mit,mit,https://www.wikidata.org/wiki/Q49108,"('MIT', 100)",Massachusetts_Institute_of_Technology
http://geneg.net/resource/Armstrongs,Armstrongs,https://www.wikidata.org/wiki/Q2172,"('Armstrong', 95)",Lance_Armstrong
http://geneg.net/resource/Boralis_Ag,Boralis AG,https://www.wikidata.org/wiki/Q672934,"('Borealis AG', 95)",Borealis
http://geneg.net/resource/Ly,Ly,https://www.wikidata.org/wiki/Q1016,"('ly', 100)",Libyen
http://geneg.net/resource/Bolton_John,John Boltons,https://www.wikidata.org/wiki/Q311269,"('John Bolton', 96)",John_R._Bolton
http://geneg.net/resource/Jungen_Alternativen,Jungen Alternativen,https://www.wikidata.org/wiki/Q23541630,"('Jungen Alternative', 97)",Junge_Alternative_Für_Deutschland
http://geneg.net/resource/Muhammar_Gaddafi,Muhammar Gaddafi,https://www.wikidata.org/wiki/Q19878,"('Muammar Gaddafi', 97)",Muammar_Al-Gaddafi
http://geneg.net/resource/Die_Liberale,Die liberale,https://www.wikidata.org/wiki/Q13124,"('Die Liberalen', 96)",Freie_Demokratische_Partei
http://geneg.net/resource/Linken,LINKEN-,https://www.wikidata.org/wiki/Q49764,"('Linken', 100)",Die_Linke
http://geneg.net/resource/Blöd-Zeitung,BLÖD-Zeitung,https://www.wikidata.org/wiki/Q156203,"('Bild-Zeitung', 96)",Bild
http://geneg.net/resource/Alternative_Right,Alternative Right,https://www.wikidata.org/wiki/Q23018230,"('alternative right', 100)",Alt-Right
http://geneg.net/resource/Ekre,Ekre,https://www.wikidata.org/wiki/Q794028,"('EKRE', 100)",Eesti_Konservatiivne_Rahvaerakond
http://geneg.net/resource/Degasperi,DeGasperi,https://www.wikidata.org/wiki/Q153832,"('De Gasperi', 95)",Alcide_De_Gasperi
http://geneg.net/resource/Middle-East,middle-east,https://www.wikidata.org/wiki/Q7204,"('Middle East', 100)",Mittlerer_Osten
