GeNeG_resource,other_GeNeG_resource_w_alias_len,Matching node,Matched_label
http://geneg.net/resource/Kuiper-Gürtel,"[('http://geneg.net/resource/Kuiper-Gürtels', 1)]",http://geneg.net/resource/Kuiper-Gürtels,Kuiper-Gürtels
http://geneg.net/resource/Linken-Fraktionschef,"[('http://geneg.net/resource/Linke-Fraktionschef', 1)]",http://geneg.net/resource/Linke-Fraktionschef,Linke-Fraktionschef
http://geneg.net/resource/Youtube-Video,"[('http://geneg.net/resource/Youtube_Video', 1)]",http://geneg.net/resource/Youtube_Video,Youtube_Video
http://geneg.net/resource/Us-Sonderbeauftragte,"[('http://geneg.net/resource/Us-Sonderbeauftragten', 1)]",http://geneg.net/resource/Us-Sonderbeauftragten,Us-Sonderbeauftragten
http://geneg.net/resource/Deutschen_Arbeitgeberverbandes,"[('http://geneg.net/resource/Deutschen_Arbeitgeberverband', 1)]",http://geneg.net/resource/Deutschen_Arbeitgeberverband,Deutschen_Arbeitgeberverband
http://geneg.net/resource/Us-Botschaftern,"[('http://geneg.net/resource/Us-Botschafter', 1)]",http://geneg.net/resource/Us-Botschafter,Us-Botschafter
http://geneg.net/resource/Nicole_Maesta,"[('http://geneg.net/resource/Nicole_Maestas', 1)]",http://geneg.net/resource/Nicole_Maestas,Nicole_Maestas
http://geneg.net/resource/Gerhard_Gertischke,"[('http://geneg.net/resource/Gerhard_Gertitschke', 1)]",http://geneg.net/resource/Gerhard_Gertitschke,Gerhard_Gertitschke
http://geneg.net/resource/Eu-Europäern,"[('http://geneg.net/resource/Eu-Europäer', 1)]",http://geneg.net/resource/Eu-Europäer,Eu-Europäer
http://geneg.net/resource/Sea_Watch-Kapitänin,"[('http://geneg.net/resource/Sea-Watch-Kapitänin', 3)]",http://geneg.net/resource/Sea-Watch-Kapitänin,Sea-Watch-Kapitänin
http://geneg.net/resource/Sciences_Po_Universität,"[('http://geneg.net/resource/Universität_Sciences_Po', 1)]",http://geneg.net/resource/Universität_Sciences_Po,Universität_Sciences_Po
http://geneg.net/resource/Open-Society-Stiftung,"[('http://geneg.net/resource/Open_Society_Stiftung', 1)]",http://geneg.net/resource/Open_Society_Stiftung,Open_Society_Stiftung
http://geneg.net/resource/Andrea_d‘Atri,"[('http://geneg.net/resource/Andrea_D’atri', 1)]",http://geneg.net/resource/Andrea_D’atri,Andrea_D’atri
http://geneg.net/resource/Dublin-Iii-Abkommen,"[('http://geneg.net/resource/Dublin-Iii-Abkommens', 1)]",http://geneg.net/resource/Dublin-Iii-Abkommens,Dublin-Iii-Abkommens
http://geneg.net/resource/Afd-Plakate,"[('http://geneg.net/resource/Afd-Plakat', 1)]",http://geneg.net/resource/Afd-Plakat,Afd-Plakat
http://geneg.net/resource/Ard-Magazin,"[('http://geneg.net/resource/Ard-Magazins', 1)]",http://geneg.net/resource/Ard-Magazins,Ard-Magazins
http://geneg.net/resource/Seawatch_3′′,"[('http://geneg.net/resource/Seawatch_3', 1)]",http://geneg.net/resource/Seawatch_3,Seawatch_3
http://geneg.net/resource/Verfolgte,"[('http://geneg.net/resource/Verfolgten', 1)]",http://geneg.net/resource/Verfolgten,Verfolgten
http://geneg.net/resource/Kuhn-Philip,"[('http://geneg.net/resource/Philip_Kuhn', 1)]",http://geneg.net/resource/Philip_Kuhn,Philip_Kuhn
http://geneg.net/resource/Afd-Funktionäre,"[('http://geneg.net/resource/Afd-Funktionären', 1)]",http://geneg.net/resource/Afd-Funktionären,Afd-Funktionären
http://geneg.net/resource/Nato-Vertreter,"[('http://geneg.net/resource/Nato-Vertretern', 1)]",http://geneg.net/resource/Nato-Vertretern,Nato-Vertretern
http://geneg.net/resource/Eu-Regierungschefs,"[('http://geneg.net/resource/Eu-Regierungschef', 1)]",http://geneg.net/resource/Eu-Regierungschef,Eu-Regierungschef
http://geneg.net/resource/Israel-Kritik,"[('http://geneg.net/resource/Israelkritik', 1)]",http://geneg.net/resource/Israelkritik,Israelkritik
http://geneg.net/resource/Biden-Harris,"[('http://geneg.net/resource/Biden/Harris', 1)]",http://geneg.net/resource/Biden/Harris,Biden/Harris
http://geneg.net/resource/Cdu-Werkstattgespräch,"[('http://geneg.net/resource/Cdu-Werkstattgespräche', 1)]",http://geneg.net/resource/Cdu-Werkstattgespräche,Cdu-Werkstattgespräche
http://geneg.net/resource/Cdu-Vorsitzende,"[('http://geneg.net/resource/Cdu-Vorsitzenden', 1)]",http://geneg.net/resource/Cdu-Vorsitzenden,Cdu-Vorsitzenden
http://geneg.net/resource/Jean-Luc_Mélenchons,"[('http://geneg.net/resource/Jean_Luc_Mélenchon', 1)]",http://geneg.net/resource/Jean_Luc_Mélenchon,Jean_Luc_Mélenchon
http://geneg.net/resource/Anti-Europäisch,"[('http://geneg.net/resource/Anti-Europäische', 1)]",http://geneg.net/resource/Anti-Europäische,Anti-Europäische
http://geneg.net/resource/Matiullahs,"[('http://geneg.net/resource/Matiullah', 1)]",http://geneg.net/resource/Matiullah,Matiullah
http://geneg.net/resource/Peking-Treuen,"[('http://geneg.net/resource/Pekingtreuen', 1)]",http://geneg.net/resource/Pekingtreuen,Pekingtreuen
http://geneg.net/resource/Riexingers,"[('http://geneg.net/resource/Riexinger', 1)]",http://geneg.net/resource/Riexinger,Riexinger
http://geneg.net/resource/Stahlknechts,"[('http://geneg.net/resource/Stahlknecht', 1)]",http://geneg.net/resource/Stahlknecht,Stahlknecht
http://geneg.net/resource/Un-Flüchtlingswerks,"[('http://geneg.net/resource/Un-Flüchtlingswerk', 1)]",http://geneg.net/resource/Un-Flüchtlingswerk,Un-Flüchtlingswerk
http://geneg.net/resource/Toyota-Pick-Up,"[('http://geneg.net/resource/Toyota-Pick-Ups', 1)]",http://geneg.net/resource/Toyota-Pick-Ups,Toyota-Pick-Ups
http://geneg.net/resource/Von_Lojeweski,"[('http://geneg.net/resource/Von_Lojewski', 1)]",http://geneg.net/resource/Von_Lojewski,Von_Lojewski
http://geneg.net/resource/Permanent_Record-Meine_Geschichte,"[('http://geneg.net/resource/Permanent_Record_Meine_Geschichte', 1)]",http://geneg.net/resource/Permanent_Record_Meine_Geschichte,Permanent_Record_Meine_Geschichte
http://geneg.net/resource/Un-Flüchtlingswerk_Unhcr,"[('http://geneg.net/resource/Un-Flüchtlingswerks_Unhcr', 1)]",http://geneg.net/resource/Un-Flüchtlingswerks_Unhcr,Un-Flüchtlingswerks_Unhcr
http://geneg.net/resource/Voggenhuber,"[('http://geneg.net/resource/Voggenhubers', 1)]",http://geneg.net/resource/Voggenhubers,Voggenhubers
http://geneg.net/resource/De_Benoist,"[('http://geneg.net/resource/De_Benoists', 1)]",http://geneg.net/resource/De_Benoists,De_Benoists
http://geneg.net/resource/North_Atlantic_Terrorist_Organization,"[('http://geneg.net/resource/North_Atlantic_Terror_Organization', 1)]",http://geneg.net/resource/North_Atlantic_Terror_Organization,North_Atlantic_Terror_Organization
http://geneg.net/resource/Rundschau-Reportern,"[('http://geneg.net/resource/Rundschau-Reporter', 1)]",http://geneg.net/resource/Rundschau-Reporter,Rundschau-Reporter
http://geneg.net/resource/Andrés_López_Obrador,"[('http://geneg.net/resource/Andrés_Lopez_Obrador', 1)]",http://geneg.net/resource/Andrés_Lopez_Obrador,Andrés_Lopez_Obrador
http://geneg.net/resource/Eu-Mitgliedsstaats,"[('http://geneg.net/resource/Eu-Mitgliedsstaat', 1)]",http://geneg.net/resource/Eu-Mitgliedsstaat,Eu-Mitgliedsstaat
http://geneg.net/resource/Sahelstaaten,"[('http://geneg.net/resource/Sahel-Staaten', 1)]",http://geneg.net/resource/Sahel-Staaten,Sahel-Staaten
http://geneg.net/resource/Brexit-Befürworter,"[('http://geneg.net/resource/Brexit-Befürwortern', 1)]",http://geneg.net/resource/Brexit-Befürwortern,Brexit-Befürwortern
http://geneg.net/resource/Bundeswehroffiziere,"[('http://geneg.net/resource/Bundeswehroffizier', 1)]",http://geneg.net/resource/Bundeswehroffizier,Bundeswehroffizier
http://geneg.net/resource/Chung_Ki-Youngs,"[('http://geneg.net/resource/Chung_Ki-Young', 1)]",http://geneg.net/resource/Chung_Ki-Young,Chung_Ki-Young
http://geneg.net/resource/FDP-Innenpolitiker,"[('http://geneg.net/resource/FDP-Innenpolitikerin', 1)]",http://geneg.net/resource/FDP-Innenpolitikerin,FDP-Innenpolitikerin
http://geneg.net/resource/Neuen_Züricher_Zeitung,"[('http://geneg.net/resource/Neue_Züricher_Zeitung', 1)]",http://geneg.net/resource/Neue_Züricher_Zeitung,Neue_Züricher_Zeitung
http://geneg.net/resource/Ramazan-Avci-Initiative,"[('http://geneg.net/resource/Ramazan_Avci_Initiative', 1)]",http://geneg.net/resource/Ramazan_Avci_Initiative,Ramazan_Avci_Initiative
http://geneg.net/resource/Herbert_Ludwigs,"[('http://geneg.net/resource/Herbert_Ludwig', 1)]",http://geneg.net/resource/Herbert_Ludwig,Herbert_Ludwig
http://geneg.net/resource/Balkanparty,"[('http://geneg.net/resource/Balkanpartys', 1)]",http://geneg.net/resource/Balkanpartys,Balkanpartys
http://geneg.net/resource/Facebook-Freunde,"[('http://geneg.net/resource/Facebook-Freunden', 1)]",http://geneg.net/resource/Facebook-Freunden,Facebook-Freunden
http://geneg.net/resource/Luksic-Imperium,"[('http://geneg.net/resource/Luksic-Imperiums', 1)]",http://geneg.net/resource/Luksic-Imperiums,Luksic-Imperiums
http://geneg.net/resource/Steffen_Lüdke,"[('http://geneg.net/resource/Lüdke_Steffen', 1)]",http://geneg.net/resource/Lüdke_Steffen,Lüdke_Steffen
http://geneg.net/resource/Hartz-Iv-Systems,"[('http://geneg.net/resource/Hartz-Iv-System', 1)]",http://geneg.net/resource/Hartz-Iv-System,Hartz-Iv-System
http://geneg.net/resource/Tag_Der_Freiheit,"[('http://geneg.net/resource/Tage_Der_Freiheit', 1)]",http://geneg.net/resource/Tage_Der_Freiheit,Tage_Der_Freiheit
http://geneg.net/resource/Kiesewetter,"[('http://geneg.net/resource/Kiesewetters', 1)]",http://geneg.net/resource/Kiesewetters,Kiesewetters
http://geneg.net/resource/Us-Gesetzgebungskörperschaften,"[('http://geneg.net/resource/Us-Gesetzgebungskörperschaft', 1)]",http://geneg.net/resource/Us-Gesetzgebungskörperschaft,Us-Gesetzgebungskörperschaft
http://geneg.net/resource/Us-Metropolen,"[('http://geneg.net/resource/Us-Metropole', 1)]",http://geneg.net/resource/Us-Metropole,Us-Metropole
http://geneg.net/resource/El_Salvadors,"[('http://geneg.net/resource/El_salvador', 1)]",http://geneg.net/resource/El_salvador,El_salvador
http://geneg.net/resource/Syrien-Flüchtlinge,"[('http://geneg.net/resource/Syrien-Flüchtlingen', 1)]",http://geneg.net/resource/Syrien-Flüchtlingen,Syrien-Flüchtlingen
http://geneg.net/resource/John_Boltons,"[('http://geneg.net/resource/Bolton_John', 1)]",http://geneg.net/resource/Bolton_John,Bolton_John
http://geneg.net/resource/Wasilewski,"[('http://geneg.net/resource/Wasilewskis', 1)]",http://geneg.net/resource/Wasilewskis,Wasilewskis
http://geneg.net/resource/Us-Hilfslieferungen,"[('http://geneg.net/resource/Un-Hilfslieferungen', 1)]",http://geneg.net/resource/Un-Hilfslieferungen,Un-Hilfslieferungen
http://geneg.net/resource/Teutebergs,"[('http://geneg.net/resource/Teuteberg', 1)]",http://geneg.net/resource/Teuteberg,Teuteberg
http://geneg.net/resource/Guantanamo-Häftlinge,"[('http://geneg.net/resource/Guantanamo-Häftlingen', 1)]",http://geneg.net/resource/Guantanamo-Häftlingen,Guantanamo-Häftlingen
http://geneg.net/resource/Clinton-Mails,"[('http://geneg.net/resource/Clinton-Emails', 1)]",http://geneg.net/resource/Clinton-Emails,Clinton-Emails
http://geneg.net/resource/Trump-Anhängern,"[('http://geneg.net/resource/Trump-Anhänger', 1)]",http://geneg.net/resource/Trump-Anhänger,Trump-Anhänger
http://geneg.net/resource/Bild-Informationen,"[('http://geneg.net/resource/Bild”-Informationen', 1)]",http://geneg.net/resource/Bild”-Informationen,Bild”-Informationen
http://geneg.net/resource/Nato-Vertrags,"[('http://geneg.net/resource/Nato-Vertrages', 1)]",http://geneg.net/resource/Nato-Vertrages,Nato-Vertrages
http://geneg.net/resource/Eu-Parlaments-Entschließungen,"[('http://geneg.net/resource/Eu-Parlaments-Entschließung', 1)]",http://geneg.net/resource/Eu-Parlaments-Entschließung,Eu-Parlaments-Entschließung
http://geneg.net/resource/Eu-Asylbüros,"[('http://geneg.net/resource/Eu-Asylbüro', 1)]",http://geneg.net/resource/Eu-Asylbüro,Eu-Asylbüro
http://geneg.net/resource/Us-Überseegebiet,"[('http://geneg.net/resource/Us-Überseegebiete', 1)]",http://geneg.net/resource/Us-Überseegebiete,Us-Überseegebiete
http://geneg.net/resource/Ss-Symbol,"[('http://geneg.net/resource/Ss-Symbole', 1)]",http://geneg.net/resource/Ss-Symbole,Ss-Symbole
http://geneg.net/resource/Opcw-Ermittler,"[('http://geneg.net/resource/Opcw-Ermittlern', 1)]",http://geneg.net/resource/Opcw-Ermittlern,Opcw-Ermittlern
http://geneg.net/resource/Mittelmeerstaat,"[('http://geneg.net/resource/Mittelmeerstaats', 1)]",http://geneg.net/resource/Mittelmeerstaats,Mittelmeerstaats
http://geneg.net/resource/Övp/Fpö-Regierung,"[('http://geneg.net/resource/Övp-Fpö-Regierung', 1)]",http://geneg.net/resource/Övp-Fpö-Regierung,Övp-Fpö-Regierung
http://geneg.net/resource/FDP-Vorsitzenden,"[('http://geneg.net/resource/FDP-Vorsitzende', 1)]",http://geneg.net/resource/FDP-Vorsitzende,FDP-Vorsitzende
http://geneg.net/resource/Choi_Changwha,"[('http://geneg.net/resource/Choi_Changwhas', 1)]",http://geneg.net/resource/Choi_Changwhas,Choi_Changwhas
http://geneg.net/resource/Grünen-Chefs,"[('http://geneg.net/resource/Grünen-Chef', 1)]",http://geneg.net/resource/Grünen-Chef,Grünen-Chef
http://geneg.net/resource/Eu-Behörde,"[('http://geneg.net/resource/Eu-Behörden', 1)]",http://geneg.net/resource/Eu-Behörden,Eu-Behörden
http://geneg.net/resource/Us-Drohnenangriffe,"[('http://geneg.net/resource/Us-Drohnenangriffen', 1)]",http://geneg.net/resource/Us-Drohnenangriffen,Us-Drohnenangriffen
http://geneg.net/resource/Dscherrmani,"[('http://geneg.net/resource/Dschermani', 1)]",http://geneg.net/resource/Dschermani,Dschermani
http://geneg.net/resource/Bild-Chefredakteurs,"[('http://geneg.net/resource/Bild-Chefredakteur', 1)]",http://geneg.net/resource/Bild-Chefredakteur,Bild-Chefredakteur
http://geneg.net/resource/Uno-Hilfsorganisationen,"[('http://geneg.net/resource/Un-Hilfsorganisationen', 1)]",http://geneg.net/resource/Un-Hilfsorganisationen,Un-Hilfsorganisationen
http://geneg.net/resource/Berkeley_International_Framing_Institute,"[('http://geneg.net/resource/Berkley_International_Framing_Institute', 1)]",http://geneg.net/resource/Berkley_International_Framing_Institute,Berkley_International_Framing_Institute
http://geneg.net/resource/Csu-Geführten,"[('http://geneg.net/resource/Csu-Geführte', 1)]",http://geneg.net/resource/Csu-Geführte,Csu-Geführte
http://geneg.net/resource/Khartoum-Prozess,"[('http://geneg.net/resource/Khartum-Prozess', 1)]",http://geneg.net/resource/Khartum-Prozess,Khartum-Prozess
http://geneg.net/resource/Pro-Israelischen,"[('http://geneg.net/resource/Pro-Israelische', 1)]",http://geneg.net/resource/Pro-Israelische,Pro-Israelische
http://geneg.net/resource/Uno-Studie,"[('http://geneg.net/resource/Un-Studie', 1)]",http://geneg.net/resource/Un-Studie,Un-Studie
http://geneg.net/resource/Cdu-Bundesvorsitze,"[('http://geneg.net/resource/Cdu-Bundesvorsitz', 1)]",http://geneg.net/resource/Cdu-Bundesvorsitz,Cdu-Bundesvorsitz
http://geneg.net/resource/̔schwarzkopf-Stiftung_Junges_Europa_̔,"[('http://geneg.net/resource/Schwarzkopf-Stiftung_Junges_Europa', 1)]",http://geneg.net/resource/Schwarzkopf-Stiftung_Junges_Europa,Schwarzkopf-Stiftung_Junges_Europa
http://geneg.net/resource/Spiegel’-Autor,"[('http://geneg.net/resource/Spiegel-Autor', 2)]",http://geneg.net/resource/Spiegel-Autor,Spiegel-Autor
http://geneg.net/resource/McDonalds-Laden,"[('http://geneg.net/resource/McDonalds-Läden', 1)]",http://geneg.net/resource/McDonalds-Läden,McDonalds-Läden
http://geneg.net/resource/Bundestagsfraktionsvorsitzende,"[('http://geneg.net/resource/Bundestagsfraktionsvorsitzenden', 1)]",http://geneg.net/resource/Bundestagsfraktionsvorsitzenden,Bundestagsfraktionsvorsitzenden
http://geneg.net/resource/Soleimani,"[('http://geneg.net/resource/Soleimanis', 1)]",http://geneg.net/resource/Soleimanis,Soleimanis
http://geneg.net/resource/Tobias_Weißkopf,"[('http://geneg.net/resource/Tobias_Weiskopf', 1)]",http://geneg.net/resource/Tobias_Weiskopf,Tobias_Weiskopf
http://geneg.net/resource/Linken-Abgeordneten,"[('http://geneg.net/resource/Linken-Abgeordnete', 1)]",http://geneg.net/resource/Linken-Abgeordnete,Linken-Abgeordnete
http://geneg.net/resource/Trump-Wähler,"[('http://geneg.net/resource/Trump-Wählern', 1)]",http://geneg.net/resource/Trump-Wählern,Trump-Wählern
http://geneg.net/resource/Hirnkost-Verlags,"[('http://geneg.net/resource/Hirnkost-Verlag', 1)]",http://geneg.net/resource/Hirnkost-Verlag,Hirnkost-Verlag
http://geneg.net/resource/Pegida-Ablegers,"[('http://geneg.net/resource/Pegida-Ableger', 1)]",http://geneg.net/resource/Pegida-Ableger,Pegida-Ableger
http://geneg.net/resource/Bertelsmann-Studie,"[('http://geneg.net/resource/Bertelsmannstudie', 1)]",http://geneg.net/resource/Bertelsmannstudie,Bertelsmannstudie
http://geneg.net/resource/Leuninger,"[('http://geneg.net/resource/Leuningers', 1)]",http://geneg.net/resource/Leuningers,Leuningers
http://geneg.net/resource/https://www.flickr.com/photos/bundeswehrfoto/23500537048/in/photolist-JzFbhR-22rS5hu-FoJBrm-FoJBDq-BNEoah-BNEoVf-22aaKDK-JzFaQt-YS1FBj-BNEo8J,"[('http://geneg.net/resource/https://www.flickr.com/photos/bundeswehrfoto/27948071079/in/photolist-JzFbhR-22rS5hu-FoJBrm-FoJBDq-BNEoah-BNEoVf-22aaKDK-JzFaQt-YS1FBj-BNEo8J', 1)]",http://geneg.net/resource/https://www.flickr.com/photos/bundeswehrfoto/27948071079/in/photolist-JzFbhR-22rS5hu-FoJBrm-FoJBDq-BNEoah-BNEoVf-22aaKDK-JzFaQt-YS1FBj-BNEo8J,https://www.flickr.com/photos/bundeswehrfoto/27948071079/in/photolist-JzFbhR-22rS5hu-FoJBrm-FoJBDq-BNEoah-BNEoVf-22aaKDK-JzFaQt-YS1FBj-BNEo8J
http://geneg.net/resource/Weißen_Haus,"[('http://geneg.net/resource/Weiße_Haus', 1)]",http://geneg.net/resource/Weiße_Haus,Weiße_Haus
http://geneg.net/resource/Susanna_Feldman,"[('http://geneg.net/resource/Susanna_Feldmann', 1)]",http://geneg.net/resource/Susanna_Feldmann,Susanna_Feldmann
http://geneg.net/resource/Wolfshagen-Istha,"[('http://geneg.net/resource/Wolfhagen-Istha', 1)]",http://geneg.net/resource/Wolfhagen-Istha,Wolfhagen-Istha
http://geneg.net/resource/Pis-Abgeordneten,"[('http://geneg.net/resource/Pis-Abgeordnete', 1)]",http://geneg.net/resource/Pis-Abgeordnete,Pis-Abgeordnete
http://geneg.net/resource/Patriotische_Union_Kuba,"[('http://geneg.net/resource/Patriotische_Union_Kubas', 1)]",http://geneg.net/resource/Patriotische_Union_Kubas,Patriotische_Union_Kubas
http://geneg.net/resource/Kurdistan-Solidarischen,"[('http://geneg.net/resource/Kurdistansolidarischen', 1)]",http://geneg.net/resource/Kurdistansolidarischen,Kurdistansolidarischen
http://geneg.net/resource/Fridays_for_Future_Bewegung,"[('http://geneg.net/resource/Fridays-for-Future-Bewegung', 1)]",http://geneg.net/resource/Fridays-for-Future-Bewegung,Fridays-for-Future-Bewegung
http://geneg.net/resource/Timo_Reuter,"[('http://geneg.net/resource/Reuter_Timo', 1)]",http://geneg.net/resource/Reuter_Timo,Reuter_Timo
http://geneg.net/resource/Nato-Chefs,"[('http://geneg.net/resource/Nato-Chef', 1)]",http://geneg.net/resource/Nato-Chef,Nato-Chef
http://geneg.net/resource/Korvensyrjä,"[('http://geneg.net/resource/Korvensyrjäs', 1)]",http://geneg.net/resource/Korvensyrjäs,Korvensyrjäs
http://geneg.net/resource/Kurdengebieten,"[('http://geneg.net/resource/Kurdengebiete', 1)]",http://geneg.net/resource/Kurdengebiete,Kurdengebiete
http://geneg.net/resource/Hubertus_Vollmer,"[('http://geneg.net/resource/Hubertus_Volmer', 1)]",http://geneg.net/resource/Hubertus_Volmer,Hubertus_Volmer
http://geneg.net/resource/Amadeo_Antonio-Stiftung,"[('http://geneg.net/resource/Amadeo-Antonio_Stiftung', 1)]",http://geneg.net/resource/Amadeo-Antonio_Stiftung,Amadeo-Antonio_Stiftung
http://geneg.net/resource/Ägäis-Insel,"[('http://geneg.net/resource/Ägäis-Inseln', 1)]",http://geneg.net/resource/Ägäis-Inseln,Ägäis-Inseln
http://geneg.net/resource/Nsu-Opfern,"[('http://geneg.net/resource/Nsu-Opfer', 1)]",http://geneg.net/resource/Nsu-Opfer,Nsu-Opfer
http://geneg.net/resource/Stop-Soros-Gesetz,"[('http://geneg.net/resource/Stop-Soros-Gesetze', 1)]",http://geneg.net/resource/Stop-Soros-Gesetze,Stop-Soros-Gesetze
http://geneg.net/resource/Nicolás_Del_Caño,"[('http://geneg.net/resource/Nicolás_Del_Caños', 1)]",http://geneg.net/resource/Nicolás_Del_Caños,Nicolás_Del_Caños
http://geneg.net/resource/Eastern_Tunes-Festivals,"[('http://geneg.net/resource/Eastern_Tunes-Festival', 1)]",http://geneg.net/resource/Eastern_Tunes-Festival,Eastern_Tunes-Festival
http://geneg.net/resource/Trump-Fan,"[('http://geneg.net/resource/Trump-Fans', 1)]",http://geneg.net/resource/Trump-Fans,Trump-Fans
http://geneg.net/resource/Zeit_Online,"[('http://geneg.net/resource/Zeit-Online', 1)]",http://geneg.net/resource/Zeit-Online,Zeit-Online
http://geneg.net/resource/Eu_Parlaments,"[('http://geneg.net/resource/Eu-Parlamentes', 1)]",http://geneg.net/resource/Eu-Parlamentes,Eu-Parlamentes
http://geneg.net/resource/Merkel-Jahr,"[('http://geneg.net/resource/Merkel-Jahre', 1)]",http://geneg.net/resource/Merkel-Jahre,Merkel-Jahre
http://geneg.net/resource/Kensche-Christine,"[('http://geneg.net/resource/Christine_Kensche', 1)]",http://geneg.net/resource/Christine_Kensche,Christine_Kensche
http://geneg.net/resource/SPD-Innenpolitiker,"[('http://geneg.net/resource/SPD-Innenpolitikerin', 1)]",http://geneg.net/resource/SPD-Innenpolitikerin,SPD-Innenpolitikerin
http://geneg.net/resource/Amadeu_Antonio-Stiftung,"[('http://geneg.net/resource/Amadeu-Antonio-Stiftung', 1)]",http://geneg.net/resource/Amadeu-Antonio-Stiftung,Amadeu-Antonio-Stiftung
http://geneg.net/resource/freundschaft-mit-valjevo.de,"[('http://geneg.net/resource/Freundschaft_Mit_Valjevo_Ev', 1)]",http://geneg.net/resource/Freundschaft_Mit_Valjevo_Ev,Freundschaft_Mit_Valjevo_Ev
http://geneg.net/resource/Neuen_Deutschen_Organisationen,"[('http://geneg.net/resource/Neue_Deutsche_Organisationen', 1)]",http://geneg.net/resource/Neue_Deutsche_Organisationen,Neue_Deutsche_Organisationen
http://geneg.net/resource/Antifa-Zeckenbiss-Video,"[('http://geneg.net/resource/Antifa-Zeckenbiss-Videos', 1)]",http://geneg.net/resource/Antifa-Zeckenbiss-Videos,Antifa-Zeckenbiss-Videos
http://geneg.net/resource/Reitschuster,"[('http://geneg.net/resource/Reitschusters', 1)]",http://geneg.net/resource/Reitschusters,Reitschusters
http://geneg.net/resource/Patronaggio,"[('http://geneg.net/resource/Patronaggios', 1)]",http://geneg.net/resource/Patronaggios,Patronaggios
http://geneg.net/resource/Matias_Maiellos,"[('http://geneg.net/resource/Matias_Maiello', 1)]",http://geneg.net/resource/Matias_Maiello,Matias_Maiello
http://geneg.net/resource/Bill_Und_Melinda_Gates_Stiftung,"[('http://geneg.net/resource/Bill-Und-Melinda-Gates-Stiftung', 1)]",http://geneg.net/resource/Bill-Und-Melinda-Gates-Stiftung,Bill-Und-Melinda-Gates-Stiftung
http://geneg.net/resource/Levi_Strauss_&_Co,"[('http://geneg.net/resource/Levi_Strauss_Co', 2)]",http://geneg.net/resource/Levi_Strauss_Co,Levi_Strauss_Co
http://geneg.net/resource/Grünen-Parteivorsitzenden,"[('http://geneg.net/resource/Grünen-Parteivorsitzende', 1)]",http://geneg.net/resource/Grünen-Parteivorsitzende,Grünen-Parteivorsitzende
http://geneg.net/resource/Klaus_Geiger,"[('http://geneg.net/resource/Geiger-Klaus', 1)]",http://geneg.net/resource/Geiger-Klaus,Geiger-Klaus
http://geneg.net/resource/Jugendstilen,"[('http://geneg.net/resource/Jugendstile', 1)]",http://geneg.net/resource/Jugendstile,Jugendstile
http://geneg.net/resource/Bundestagsmitglied,"[('http://geneg.net/resource/Bundestagsmitglieder', 1)]",http://geneg.net/resource/Bundestagsmitglieder,Bundestagsmitglieder
http://geneg.net/resource/Unions-Abgeordneten,"[('http://geneg.net/resource/Unions-Abgeordnete', 1)]",http://geneg.net/resource/Unions-Abgeordnete,Unions-Abgeordnete
http://geneg.net/resource/Eu-Verträge,"[('http://geneg.net/resource/Eu-Verträgen', 1)]",http://geneg.net/resource/Eu-Verträgen,Eu-Verträgen
http://geneg.net/resource/Compagnons,"[('http://geneg.net/resource/Compagnon', 1)]",http://geneg.net/resource/Compagnon,Compagnon
http://geneg.net/resource/Cresspahls,"[('http://geneg.net/resource/Cresspahl', 1)]",http://geneg.net/resource/Cresspahl,Cresspahl
http://geneg.net/resource/Sun-Ju_Choi,"[('http://geneg.net/resource/Sun_ju_choi', 1)]",http://geneg.net/resource/Sun_ju_choi,Sun_ju_choi
http://geneg.net/resource/Abd_Al-Rahman_Al-Milad,"[('http://geneg.net/resource/Abd_Al-Rahman_Al-Miladi', 1)]",http://geneg.net/resource/Abd_Al-Rahman_Al-Miladi,Abd_Al-Rahman_Al-Miladi
http://geneg.net/resource/Golfkriege,"[('http://geneg.net/resource/Golfkriegen', 1)]",http://geneg.net/resource/Golfkriegen,Golfkriegen
http://geneg.net/resource/Forbury_Gardens,"[('http://geneg.net/resource/Forebury_Gardens', 1)]",http://geneg.net/resource/Forebury_Gardens,Forebury_Gardens
http://geneg.net/resource/Hanau-Attentäter,"[('http://geneg.net/resource/Hanau-Attentäters', 1)]",http://geneg.net/resource/Hanau-Attentäters,Hanau-Attentäters
http://geneg.net/resource/Eu-Programmen,"[('http://geneg.net/resource/Eu-Programme', 1)]",http://geneg.net/resource/Eu-Programme,Eu-Programme
http://geneg.net/resource/PKK-Betätigungsverbot,"[('http://geneg.net/resource/PKK-Betätigungsverbots', 1)]",http://geneg.net/resource/PKK-Betätigungsverbots,PKK-Betätigungsverbots
http://geneg.net/resource/Refugee_Struggle_for_Freedom,"[('http://geneg.net/resource/Refugees_Struggle_for_Freedom', 1)]",http://geneg.net/resource/Refugees_Struggle_for_Freedom,Refugees_Struggle_for_Freedom
http://geneg.net/resource/Jana-Strom,"[('http://geneg.net/resource/Jana-Stroms', 1)]",http://geneg.net/resource/Jana-Stroms,Jana-Stroms
http://geneg.net/resource/http://aldeilis.net/berlin/B735.pdf,"[('http://geneg.net/resource/http://aldeilis.net/berlin/B734.pdf', 1)]",http://geneg.net/resource/http://aldeilis.net/berlin/B734.pdf,http://aldeilis.net/berlin/B734.pdf
